mapbox_feature_id_v8,spot_id,headwater_id,subspot_id,water_display_name_v8,headwater_name,subspot_name,water_name,municipality_final_v8,province_final_v8,place_final_v8,pc4_final_v8,township_code_v8,township_name_v8,province_polygon_name_v8,municipality_source_v8,province_source_v8,place_source_v8,midwest_focus_v8,midwest_subregion_v8,map_lat_v8,map_lon_v8,map_point_method_v8,location_confidence_v8,night_status_final_v8,night_allowed_final_v8,shelter_status_final_v8,shelter_allowed_final_v8,third_rod_status_final_v8,third_rod_allowed_final_v8,session_triplet_v8,session_rule_summary_v3,authority,authority_url,water_type,flow,salinity,typical_depth_m,top1_species_general,top1_species_specific,top2_species_general,top2_species_specific,top3_species_general,top3_species_specific,access_parking,access_path,bank_type,boat_allowed,night_fishing_allowed,permit_notes,section_notes,night_evidence_best,shelter_evidence_best,third_rod_evidence_best,source_pdf,source_pdf_page,page,tags,habitat_tags,suggested_methods,record_quality_class_v8,record_quality_score_v8,is_bad_entry,suspected_bad_row,search_text_v8
HW-amstelveen-oostzanerrijweg::amstelveen::77,HW-amstelveen-oostzanerrijweg,HW-amstelveen-oostzanerrijweg,,"Oostzanerrijweg,","Oostzanerrijweg,",,"Oostzanerrijweg,",Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Bijzondere bepalingen perceel 09.: ringvaart Noorder Legmeer Polder,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De Gaasperzoom
De Middelpolder inclusief Elsenhove
Penbos
Duivendrechtsepolder onder Amsterdam en Ouder-Amstel","De Gaasperzoom
De Middelpolder inclusief Elsenhove
Penbos
Duivendrechtsepolder onder Amsterdam en Ouder-Amstel",,,,gezamenlijkelijst2026_2028_v2.PDF,26,26,"[""unknown""]",[],[],high,6,False,False,"Oostzanerrijweg, | Oostzanerrijweg, | [""Oostzanerrijweg,""] | Amstelveen | Noord-Holland | Bijzondere bepalingen perceel 09.: ringvaart Noorder Legmeer Polder | Amstelveen"
HW-amstelveen-het-elzenveld-en-het-noordhollandsch-kanaal-bijzondere-bepalingen::amstelveen::78,HW-amstelveen-het-elzenveld-en-het-noordhollandsch-kanaal-bijzondere-bepalingen,HW-amstelveen-het-elzenveld-en-het-noordhollandsch-kanaal-bijzondere-bepalingen,,het Elzenveld en het Noordhollandsch Kanaal. Bijzondere bepalingen,het Elzenveld en het Noordhollandsch Kanaal. Bijzondere bepalingen,,het Elzenveld en het Noordhollandsch Kanaal. Bijzondere bepalingen,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Bijzondere bepalingen perceel 09.: ringvaart Noorder Legmeer Polder,,canal,running,fresh,2-6,Roofvis,Snoekbaars,Roofvis,Baars,Roofvis,Snoek,,,,,,"De Gaasperzoom
De Middelpolder inclusief Elsenhove
Penbos
Duivendrechtsepolder onder Amsterdam en Ouder-Amstel","De Gaasperzoom
De Middelpolder inclusief Elsenhove
Penbos
Duivendrechtsepolder onder Amsterdam en Ouder-Amstel",,,,gezamenlijkelijst2026_2028_v2.PDF,26,26,"[""canal""]","[""stroming"", ""talud"", ""krib"", ""bruggen""]","[""spinnen"", ""verticalen"", ""feedervissen""]",high,6,False,False,"het Elzenveld en het Noordhollandsch Kanaal. Bijzondere bepalingen | het Elzenveld en het Noordhollandsch Kanaal. Bijzondere bepalingen | [""het Elzenveld en het Noordhollandsch Kanaal. Bijzondere bepalingen""] | Amstelveen | Noord-Holland | Bijzondere bepalingen perceel 09.: ringvaart Noorder Legmeer Polder | Amstelveen"
SS-amstelveen-gaasp-te-driemond-gemeente-amsterdam-vanaf-de-geinbrug-raai::amstelveen::79,SS-amstelveen-gaasp-te-driemond-gemeente-amsterdam-vanaf-de-geinbrug-raai,HW-amstelveen-gaasp-te-driemond-gemeente-amsterdam,SS-amstelveen-gaasp-te-driemond-gemeente-amsterdam-vanaf-de-geinbrug-raai,vanaf de Geinbrug (raai,Gaasp te Driemond (gemeente Amsterdam),vanaf de Geinbrug (raai,"Gaasp te Driemond (gemeente Amsterdam), vanaf de Geinbrug (raai",Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,26,26,"[""unknown""]",[],[],high,6,False,False,"vanaf de Geinbrug (raai | Gaasp te Driemond (gemeente Amsterdam) | [""Gaasp te Driemond (gemeente Amsterdam), vanaf de Geinbrug (raai""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-52-5-tot-de-gaasperbrug-raai-71-4-op-de-grens-van-de-gemeenten::amstelveen::80,HW-amstelveen-52-5-tot-de-gaasperbrug-raai-71-4-op-de-grens-van-de-gemeenten,HW-amstelveen-52-5-tot-de-gaasperbrug-raai-71-4-op-de-grens-van-de-gemeenten,,52.5) tot de Gaasperbrug (raai 71.4 op de grens van de gemeenten,52.5) tot de Gaasperbrug (raai 71.4 op de grens van de gemeenten,,52.5) tot de Gaasperbrug (raai 71.4 op de grens van de gemeenten,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,26,26,"[""unknown""]",[],[],high,6,False,False,"52.5) tot de Gaasperbrug (raai 71.4 op de grens van de gemeenten | 52.5) tot de Gaasperbrug (raai 71.4 op de grens van de gemeenten | [""52.5) tot de Gaasperbrug (raai 71.4 op de grens van de gemeenten""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-amsterdam-en-diemen::amstelveen::81,HW-amstelveen-amsterdam-en-diemen,HW-amstelveen-amsterdam-en-diemen,,Amsterdam en Diemen).,Amsterdam en Diemen).,,Amsterdam en Diemen).,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,26,26,"[""unknown""]",[],[],high,6,False,False,"Amsterdam en Diemen). | Amsterdam en Diemen). | [""Amsterdam en Diemen).""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-en-kniptang::amstelveen::82,HW-amstelveen-en-kniptang,HW-amstelveen-en-kniptang,,en kniptang.,en kniptang.,,en kniptang.,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,True,"en kniptang. | en kniptang. | [""en kniptang.""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-verplicht::amstelveen::83,HW-amstelveen-verplicht,HW-amstelveen-verplicht,,verplicht.,verplicht.,,verplicht.,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,True,"verplicht. | verplicht. | [""verplicht.""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-grote-zandput-aan-de-noordzijde-van-de-rijksweg-a1::amstelveen::84,HW-amstelveen-grote-zandput-aan-de-noordzijde-van-de-rijksweg-a1,HW-amstelveen-grote-zandput-aan-de-noordzijde-van-de-rijksweg-a1,,Grote zandput aan de noordzijde van de Rijksweg A1.,Grote zandput aan de noordzijde van de Rijksweg A1.,,Grote zandput aan de noordzijde van de Rijksweg A1.,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,False,"Grote zandput aan de noordzijde van de Rijksweg A1. | Grote zandput aan de noordzijde van de Rijksweg A1. | [""Grote zandput aan de noordzijde van de Rijksweg A1.""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-niet-vanaf-parkeerplaats-de-haar::amstelveen::85,HW-amstelveen-niet-vanaf-parkeerplaats-de-haar,HW-amstelveen-niet-vanaf-parkeerplaats-de-haar,,niet vanaf parkeerplaats ‘De Haar’.,niet vanaf parkeerplaats ‘De Haar’.,,niet vanaf parkeerplaats ‘De Haar’.,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,True,"niet vanaf parkeerplaats ‘De Haar’. | niet vanaf parkeerplaats ‘De Haar’. | [""niet vanaf parkeerplaats ‘De Haar’.""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-de-waterplas-ten-noorden-van-de-geeren-en-drakenburgerweg-te::amstelveen::86,HW-amstelveen-de-waterplas-ten-noorden-van-de-geeren-en-drakenburgerweg-te,HW-amstelveen-de-waterplas-ten-noorden-van-de-geeren-en-drakenburgerweg-te,,De waterplas ten noorden van de Geeren- en Drakenburgerweg te,De waterplas ten noorden van de Geeren- en Drakenburgerweg te,,De waterplas ten noorden van de Geeren- en Drakenburgerweg te,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,lake,still,fresh,1-8,Karper,Spiegelkarper,Karper,Schubkarper,Roofvis,Snoek,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""lake""]","[""plateaus"", ""wier"", ""rietkragen""]","[""karpervissen"", ""penvissen"", ""dobbervissen""]",high,6,False,False,"De waterplas ten noorden van de Geeren- en Drakenburgerweg te | De waterplas ten noorden van de Geeren- en Drakenburgerweg te | [""De waterplas ten noorden van de Geeren- en Drakenburgerweg te""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-baarn-beltgat::amstelveen::87,HW-amstelveen-baarn-beltgat,HW-amstelveen-baarn-beltgat,,Baarn (Beltgat).,Baarn (Beltgat).,,Baarn (Beltgat).,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,False,"Baarn (Beltgat). | Baarn (Beltgat). | [""Baarn (Beltgat).""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-eemdal-parallel-en-langs-de-bestevaerweg::amstelveen::88,HW-amstelveen-eemdal-parallel-en-langs-de-bestevaerweg,HW-amstelveen-eemdal-parallel-en-langs-de-bestevaerweg,,Eemdal parallel en langs de Bestevaerweg.,Eemdal parallel en langs de Bestevaerweg.,,Eemdal parallel en langs de Bestevaerweg.,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,False,"Eemdal parallel en langs de Bestevaerweg. | Eemdal parallel en langs de Bestevaerweg. | [""Eemdal parallel en langs de Bestevaerweg.""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-de-eem-strekkende-40-meter-boven-de-mond-van-het-valleikanaal-tot-het::amstelveen::89,HW-amstelveen-de-eem-strekkende-40-meter-boven-de-mond-van-het-valleikanaal-tot-het,HW-amstelveen-de-eem-strekkende-40-meter-boven-de-mond-van-het-valleikanaal-tot-het,,De Eem strekkende 40 meter boven de mond van het Valleikanaal tot het,De Eem strekkende 40 meter boven de mond van het Valleikanaal tot het,,De Eem strekkende 40 meter boven de mond van het Valleikanaal tot het,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,False,"De Eem strekkende 40 meter boven de mond van het Valleikanaal tot het | De Eem strekkende 40 meter boven de mond van het Valleikanaal tot het | [""De Eem strekkende 40 meter boven de mond van het Valleikanaal tot het""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-de-vijver-gelegen-aan-de-oosterstraat-te-baarn::amstelveen::90,HW-amstelveen-de-vijver-gelegen-aan-de-oosterstraat-te-baarn,HW-amstelveen-de-vijver-gelegen-aan-de-oosterstraat-te-baarn,,De vijver gelegen aan de Oosterstraat te Baarn.,De vijver gelegen aan de Oosterstraat te Baarn.,,De vijver gelegen aan de Oosterstraat te Baarn.,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,pond,still,fresh,1-4,Karper,Schubkarper,Witvis,Brasem,Witvis,Zeelt,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""pond""]","[""plateaus"", ""wier"", ""rietkragen""]","[""karpervissen"", ""penvissen"", ""dobbervissen""]",high,6,False,False,"De vijver gelegen aan de Oosterstraat te Baarn. | De vijver gelegen aan de Oosterstraat te Baarn. | [""De vijver gelegen aan de Oosterstraat te Baarn.""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-de-twee-vijvers-aan-de-koekoeksbloemlaan-te-baarn::amstelveen::91,HW-amstelveen-de-twee-vijvers-aan-de-koekoeksbloemlaan-te-baarn,HW-amstelveen-de-twee-vijvers-aan-de-koekoeksbloemlaan-te-baarn,,De twee vijvers aan de Koekoeksbloemlaan te Baarn.,De twee vijvers aan de Koekoeksbloemlaan te Baarn.,,De twee vijvers aan de Koekoeksbloemlaan te Baarn.,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,False,"De twee vijvers aan de Koekoeksbloemlaan te Baarn. | De twee vijvers aan de Koekoeksbloemlaan te Baarn. | [""De twee vijvers aan de Koekoeksbloemlaan te Baarn.""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-praamgracht-vanaf-de-koningsweg-hessenweg-tot-aan-de-uitstroming-in::amstelveen::92,HW-amstelveen-praamgracht-vanaf-de-koningsweg-hessenweg-tot-aan-de-uitstroming-in,HW-amstelveen-praamgracht-vanaf-de-koningsweg-hessenweg-tot-aan-de-uitstroming-in,,Praamgracht vanaf de Koningsweg/Hessenweg tot aan de uitstroming in,Praamgracht vanaf de Koningsweg/Hessenweg tot aan de uitstroming in,,Praamgracht vanaf de Koningsweg/Hessenweg tot aan de uitstroming in,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,False,"Praamgracht vanaf de Koningsweg/Hessenweg tot aan de uitstroming in | Praamgracht vanaf de Koningsweg/Hessenweg tot aan de uitstroming in | [""Praamgracht vanaf de Koningsweg/Hessenweg tot aan de uitstroming in""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-de-eem-in-de-gem-baarn::amstelveen::93,HW-amstelveen-de-eem-in-de-gem-baarn,HW-amstelveen-de-eem-in-de-gem-baarn,,de Eem in de gem. Baarn.,de Eem in de gem. Baarn.,,de Eem in de gem. Baarn.,Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,Algemene Weesper Hengelaars Bond,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en","De zuidelijke oever mag niet betreden worden.
Het is verboden de auto mee te nemen naar de waterkant.
De toegang tot het viswater dient te geschieden vanaf het Zuidereinde en",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,True,"de Eem in de gem. Baarn. | de Eem in de gem. Baarn. | [""de Eem in de gem. Baarn.""] | Amstelveen | Noord-Holland | Algemene Weesper Hengelaars Bond | Amstelveen"
HW-amstelveen-gedeelte-haarsewetering-vanaf-het-zuidereind-tot-aan-de-zonseweg::amstelveen::94,HW-amstelveen-gedeelte-haarsewetering-vanaf-het-zuidereind-tot-aan-de-zonseweg,HW-amstelveen-gedeelte-haarsewetering-vanaf-het-zuidereind-tot-aan-de-zonseweg,,"Gedeelte Haarsewetering vanaf het Zuidereind tot aan de Zonseweg,","Gedeelte Haarsewetering vanaf het Zuidereind tot aan de Zonseweg,",,"Gedeelte Haarsewetering vanaf het Zuidereind tot aan de Zonseweg,",Amstelveen,Noord-Holland,Amstelveen,,0362,Amstelveen,Noord-Holland,point_in_township,point_in_province,fallback_municipality,True,midwest-west,52.29080627,4.861724056,map_v7,high,unknown,,unknown,,unknown,,🌙❓ ⛺❓ 3️⃣❓,Nacht: unknown | Schuilmiddel: unknown | 3e hengel: unknown,HSV Amersfoort,,unknown,unknown,fresh,,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,Onbekend,,,,,,"De bepalingen zoals gesteld voor de wateren van HSV Amersfoort in de
Dient, ingeval hij met de auto komt, vóór 22.00 uur op het gebied
Mag geen kampvuur/barbecue maken en/of aanleggen.","De bepalingen zoals gesteld voor de wateren van HSV Amersfoort in de
Dient, ingeval hij met de auto komt, vóór 22.00 uur op het gebied
Mag geen kampvuur/barbecue maken en/of aanleggen.",,,,gezamenlijkelijst2026_2028_v2.PDF,27,27,"[""unknown""]",[],[],high,6,False,False,"Gedeelte Haarsewetering vanaf het Zuidereind tot aan de Zonseweg, | Gedeelte Haarsewetering vanaf het Zuidereind tot aan de Zonseweg, | [""Gedeelte Haarsewetering vanaf het Zuidereind tot aan de Zonseweg,""] | Amstelveen | Noord-Holland | HSV Amersfoort | Amstelveen"
